"c","d","dp","h","l","o","pc","t","Symbol","change","Security","GICS Sector","GICS Sub-Industry","Headquarters Location","Date added","CIK","Founded","country","currency","estimateCurrency","exchange","finnhubIndustry","ipo","logo","marketCapitalization","name","phone","shareOutstanding","weburl"
54.47,1.81,3.4371,55.31,53.14,53.36,52.66,2025-04-18,"EL",2.08020989505247,"Est̩e Lauder Companies (The)","Consumer Staples","Personal Care Products","New York City, New York","2006-01-05","1001250","1946","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","1995-11-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EL.png",19593.700736,"Estee Lauder Companies Inc","19292265049",359.72,"https://www.elcompanies.com/en"
349.93,2.33,0.6703,352.035,346.58,349.08,347.6,2025-04-18,"EG",0.243497192620609,"Everest Group","Financials","Reinsurance","Hamilton, Bermuda","2017-06-19","1095073","1973","BM","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1995-10-03","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/RE.png",16721.361931,"Everest Group Ltd","4412950006",47.78,"https://www.everestre.com/"
68.37,0.94,1.394,69.24,67.61,67.68,67.43,2025-04-18,"EVRG",1.01950354609929,"Evergy","Utilities","Electric Utilities","Kansas City, Missouri","2018-06-05","1711269","1909","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Utilities","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EVRG.png",15726.006167,"Evergy Inc","18165562200",230.01,"https://www.evergy.com/"
57.44,-0.62,-1.0679,58.7,57.36,57.84,58.06,2025-04-18,"ES",-0.691562932226842,"Eversource Energy","Utilities","Electric Utilities","Hartford, Connecticut","2009-07-24","72741","1966","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1967-02-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/ES.png",21085.184359,"Eversource Energy","18606655000",367.08,"https://www.eversource.com/"
47.26,0.75,1.6126,47.925,46.72,46.88,46.51,2025-04-18,"EXC",0.810580204778147,"Exelon","Utilities","Electric Utilities","Chicago, Illinois","1957-03-04","1109357","2000","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Utilities","1943-07-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXC.png",47710.652866,"Exelon Corp","18004833220",1009.54,"https://www.exeloncorp.com/"
151.15,-1.42,-0.9307,154.57,148.45,154.57,152.57,2025-04-18,"EXPE",-2.21258976515494,"Expedia Group","Consumer Discretionary","Hotels, Resorts & Cruise Lines","Seattle, Washington","2007-10-02","1324424","1996","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Hotels, Restaurants & Leisure","2005-07-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXPE.png",19476.678202,"Expedia Group Inc","12064817200",128.86,"https://www.expediagroup.com/"
106.7,1.22,1.1566,107.43,105.79,106.4,105.48,2025-04-18,"EXPD",0.281954887218042,"Expeditors International","Industrials","Air Freight & Logistics","Seattle, Washington","2007-10-10","746515","1979","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Logistics & Transportation","2005-06-06","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/EXPD.png",14698.639321,"Expeditors International of Washington Inc","12066743400",137.76,"https://www.expeditors.com/"
141.18,2.96,2.1415,142.1,139.05,139.5,138.22,2025-04-18,"EXR",1.20430107526882,"Extra Space Storage","Real Estate","Self-Storage REITs","Salt Lake City, Utah","2016-01-19","1289490","1977","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","2004-08-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/942959025646.png",29961.974355,"Extra Space Storage Inc","18015625556",212.23,"https://www.extraspace.com/"
106.92,2.73,2.6202,108.55,104.46,104.69,104.19,2025-04-18,"XOM",2.1300983857102,"ExxonMobil","Energy","Integrated Oil & Gas","Irving, Texas","1957-03-04","34088","1999","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Energy","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/XOM.png",462460.368506,"Exxon Mobil Corp","19729406000",4325.29,"https://corporate.exxonmobil.com/"
258.61,-0.37,-0.1429,262.83,256.695,262.1,258.98,2025-04-18,"FFIV",-1.33155284242656,"F5, Inc.","Information Technology","Communications Equipment","Seattle, Washington","2010-12-20","1048695","1996","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Communications","1999-06-04","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FFIV.png",14909.449083,"F5 Inc","12062725555",57.65,"https://www.f5.com/"
427.05,-0.18,-0.0421,430.93,425.67,426.8,427.23,2025-04-18,"FDS",0.0585754451733833,"FactSet","Financials","Financial Exchanges & Data","Norwalk, Connecticut","2021-12-20","1013237","1978","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1996-06-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FDS.png",16205.291352,"Factset Research Systems Inc","12038101000",37.95,"https://www.factset.com/"
1908.69,8.91,0.469,1931.0699,1888.27,1913.93,1899.78,2025-04-18,"FICO",-0.273782217740461,"Fair Isaac","Information Technology","Application Software","Bozeman, Montana","2023-03-20","814547","1956","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","1987-07-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FICO.png",46606.655351,"Fair Isaac Corp","14069827276",24.42,"https://www.fico.com/"
81.58,1.13,1.4046,82.06,80.66,81.345,80.45,2025-04-18,"FAST",0.288892986661749,"Fastenal","Industrials","Trading Companies & Distributors","Winona, Minnesota","2008-09-15","815556","1967","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Trading Companies & Distributors","1987-08-01","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FAST.png",46795.970044,"Fastenal Co","15074545374",573.62,"https://www.fastenal.com/"
93.72,1.65,1.7921,94.5,92.06,92.47,92.07,2025-04-18,"FRT",1.35178976965502,"Federal Realty Investment Trust","Real Estate","Retail REITs","Rockville, Maryland","2016-02-01","34903","1962","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Real Estate","1984-12-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950824606406.png",8096.322401,"Federal Realty Investment Trust","13019988100",85.78,"https://www.federalrealty.com/"
207.55,3.99,1.9601,209.85,204.75,205.07,203.56,2025-04-18,"FDX",1.20934315111914,"FedEx","Industrials","Air Freight & Logistics","Memphis, Tennessee","1980-12-31","1048911","1971","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Logistics & Transportation","1978-12-28","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FDX.png",49728.757144,"FedEx Corp","19018187500",239.6,"https://www.fedex.com/en-us/home.html"
74.58,5.94,8.6538,75.32,69.89,70.2,68.64,2025-04-18,"FIS",6.23931623931623,"Fidelity National Information Services","Financials","Transaction & Payment Processing Services","Jacksonville, Florida","2006-11-10","1136893","1968","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2001-06-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FIS.png",39504.399704,"Fidelity National Information Services Inc","14075518315",529.69,"https://www.fisglobal.com/"
34.15,-0.25,-0.7267,34.74,33.27,33.33,34.4,2025-04-18,"FITB",2.46024602460246,"Fifth Third Bancorp","Financials","Regional Banks","Cincinnati, Ohio","1996-03-29","35527","1858","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Banking","1980-03-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FITB.png",22815.579752,"Fifth Third Bancorp","15135795300",668.1,"https://www.53.com/"
127.98,3.6,2.8944,128.38,123.2,124.59,124.38,2025-04-18,"FSLR",2.72092463279557,"First Solar","Information Technology","Semiconductors","Tempe, Arizona","2022-12-19","1274494","1999","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Semiconductors","2006-11-17","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FSLR.png",13724.628989,"First Solar Inc","16024149300",107.24,"https://www.firstsolar.com/en-Emea/"
42.02,1.22,2.9902,42.41,40.86,40.99,40.8,2025-04-18,"FE",2.5128080019517,"FirstEnergy","Utilities","Electric Utilities","Akron, Ohio","1997-11-28","1031296","1997","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Utilities","1946-09-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FE.png",24250.841493,"FirstEnergy Corp","13307617837",577.13,"https://www.firstenergycorp.com/"
208.66,-1.45,-0.6901,212.58,204.55,209.75,210.11,2025-04-18,"FI",-0.519666269368297,"Fiserv","Financials","Transaction & Payment Processing Services","Brookfield, Wisconsin","2001-04-02","798354","1984","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1986-09-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FISV.png",116552.085794,"Fiserv Inc","12628795000",558.57,"https://www.fiserv.com/"
37.84,0.58,1.5566,38.17,37.38,37.38,37.26,2025-04-18,"FMC",1.23060460139112,"FMC Corporation","Materials","Fertilizers & Agricultural Chemicals","Philadelphia, Pennsylvania","2009-08-19","37785","1883","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Chemicals","1948-09-10","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FMC.png",4726.364755,"FMC Corp","12152996668",124.9,"https://www.fmc.com/en"
9.63,0.23,2.4468,9.69,9.405,9.41,9.4,2025-04-18,"F",2.33793836344315,"Ford Motor Company","Consumer Discretionary","Automobile Manufacturers","Dearborn, Michigan","1957-03-04","37996","1903","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Automobiles","1956-03-07","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/F.png",38294.154157,"Ford Motor Co","13133223000",3976.55,"https://www.ford.com/"
96.13,0.06,0.0625,97.35,95.8,96.825,96.07,2025-04-18,"FTNT",-0.717789827007495,"Fortinet","Information Technology","Systems Software","Sunnyvale, California","2018-10-11","1262039","2000","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","2009-11-18","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FTNT.png",73921.474281,"Fortinet Inc","14082357700",768.97,"https://www.fortinet.com/"
65.44,0.44,0.6769,65.85,65.12,65.23,65,2025-04-18,"FTV",0.321937758699975,"Fortive","Industrials","Industrial Machinery & Supplies & Components","Everett, Washington","2016-07-01","1659166","2016","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Machinery","2016-06-13","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FTV.png",22268.586978,"Fortive Corp","14254465000",340.29,"https://www.fortive.com/"
47.97,-0.29,-0.6009,48.68,47.9,48.53,48.26,2025-04-18,"FOXA",-1.15392540696477,"Fox Corporation (Class A)","Communication Services","Broadcasting","New York City, New York","2019-03-04","1754301","2019","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2019-02-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FOXA.png",20949.958986,"Fox Corp","12128527000",453.43,"https://www.foxcorporation.com/"
47.97,-0.29,-0.6009,48.68,47.9,48.53,48.26,2025-04-18,"FOXA",-1.15392540696477,"Fox Corporation (Class A)","Communication Services","Broadcasting","New York City, New York","2019-03-04","1754301","2019","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Media","2019-02-27","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FOXA.png",20949.958986,"Fox Corp","12128527000",453.43,"https://www.foxcorporation.com/"
17.61,0.06,0.3419,17.87,17.51,17.6,17.55,2025-04-18,"BEN",0.0568181818181705,"Franklin Resources","Financials","Asset Management & Custody Banks","San Mateo, California","1998-04-30","38777","1947","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","1986-12-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/BEN.png",9252.259281,"Franklin Resources Inc","16503122000",525.4,"https://www.franklinresources.com/"
32.9,-0.42,-1.2605,33.58,32.37,33.345,33.32,2025-04-18,"FCX",-1.33453291348028,"Freeport-McMoRan","Materials","Copper","Phoenix, Arizona","2011-07-01","831259","1912","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Metals & Mining","1988-05-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/FCX.png",47279.703829,"Freeport-McMoRan Inc","16023668100",1437.07,"https://www.fcx.com/"
190.61,1.65,0.8732,191.92,188.43,191.86,188.96,2025-04-18,"GRMN",-0.651516730949651,"Garmin","Consumer Discretionary","Consumer Electronics","Schaffhausen, Switzerland","2012-12-12","1121788","1989","CH","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Consumer products","2000-12-08","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GRMN.png",36674.084257,"Garmin Ltd","41526301600",192.4,"https://www.garmin.com/"
401.65,-0.64,-0.1591,407.06,400.97,403.4,402.29,2025-04-18,"IT",-0.433812592959841,"Gartner","Information Technology","IT Consulting & Other Services","Stamford, Connecticut","2017-04-05","749251","1979","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Technology","1993-10-05","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/IT.png",30950.828857,"Gartner Inc","12039640096",77.06,"https://www.gartner.com/en"
181.79,-0.66,-0.3617,184.24,181.59,183.39,182.45,2025-04-18,"GE",-0.872457604013302,"GE Aerospace","Industrials","Aerospace & Defense","Evendale, Ohio","1957-03-04","40545","1892","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1892-06-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GE.png",195124.210664877,"General Electric Co","16174433000",1066.58,"https://www.ge.com/"
62.37,0.89,1.4476,62.84,61.7,61.99,61.48,2025-04-18,"GEHC",0.61300209711243,"GE HealthCare","Health Care","Health Care Equipment","Chicago, Illinois","2023-01-04","1932393","1994","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Health Care","2022-12-15","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950835041476.png",28555.679938,"GE Healthcare Technologies Inc","18337351139",457.84,"https://www.gehealthcare.com"
323.55,-4.61,-1.4048,339.99,321.78,335.26,328.16,2025-04-18,"GEV",-3.49281154924536,"GE Vernova","Industrials","Heavy Electrical Equipment","Cambridge, Massachusetts","2024-04-02","1996810","2024","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","2024-02-26","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/950867201126.png",88440.94954,"GE Vernova Inc","16176747555",273.35,"https://www.gevernova.com/"
24.45,0.15,0.6173,24.58,24.23,24.58,24.3,2025-04-18,"GEN",-0.528885272579329,"Gen Digital","Information Technology","Systems Software","Tempe, Arizona","2003-03-25","849399","1982","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Technology","1989-06-23","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/NLOK.png",15068.569495,"Gen Digital Inc","16505272900",616.3,"https://www.gendigital.com/us/en/"
111.72,1.07,0.967,112.84,110.6828,112.53,110.65,2025-04-18,"GNRC",-0.719808051186352,"Generac","Industrials","Electrical Components & Equipment","Waukesha, Wisconsin","2021-03-22","1474735","1959","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Electrical Equipment","2010-02-11","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GNRC.png",6660.078959,"Generac Holdings Inc","18884363722",59.61,"https://investors.generac.com/"
276.08,-0.55,-0.1988,278.41,273.35,275.54,276.63,2025-04-18,"GD",0.195978805255122,"General Dynamics","Industrials","Aerospace & Defense","Falls Church, Virginia","1957-03-04","40533","1899","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Aerospace & Defense","1952-04-25","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GD.png",74094.845237,"General Dynamics Corp","17038763000",268.38,"https://www.gd.com"
57.51,1.04,1.8417,57.79,56.45,56.71,56.47,2025-04-18,"GIS",1.41068594604126,"General Mills","Consumer Staples","Packaged Foods & Meats","Golden Valley, Minnesota","1957-03-04","40704","1856","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Food Products","1928-11-30","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GIS.png",31492.508778,"General Mills Inc","17637647600",547.6,"https://www.generalmills.com/"
44.57,0.35,0.7915,45.28,43.93,44.27,44.22,2025-04-18,"GM",0.677659814772977,"General Motors","Consumer Discretionary","Automobile Manufacturers","Detroit, Michigan","2013-06-06","1467858","1908","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Automobiles","2010-08-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GM.png",43067.122374,"General Motors Co","13135565000",995,"https://www.gm.com/"
114.1,1.93,1.7206,114.44,112.41,112.72,112.17,2025-04-18,"GPC",1.22427253371185,"Genuine Parts Company","Consumer Discretionary","Distributors","Atlanta, Georgia","1973-12-31","40987","1925","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Distributors","1986-08-20","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GPC.png",15835.029206,"Genuine Parts Co","16789345000",138.78,"https://www.genpt.com/"
104.54,-0.34,-0.3242,105.75,103.52,104.74,104.88,2025-04-18,"GILD",-0.190949016612554,"Gilead Sciences","Health Care","Biotechnology","Foster City, California","2004-07-01","882095","1987","US","USD","USD","NASDAQ NMS - GLOBAL MARKET","Biotechnology","1992-01-22","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GILD.png",130323.174017,"Gilead Sciences Inc","16505743000",1246.63,"https://www.gilead.com/"
69.46,-14.66,-17.4275,76.72,68.475,75.26,84.12,2025-04-18,"GPN",-7.70661706085572,"Global Payments","Financials","Transaction & Payment Processing Services","Atlanta, Georgia","2016-04-25","1123360","2000","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Financial Services","2001-01-12","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GPN.png",17078.566304,"Global Payments Inc","17708298030",245.88,"https://www.globalpayments.com/"
121.25,0.03,0.0247,122.71,120.28,121.64,121.22,2025-04-18,"GL",-0.320618217691549,"Globe Life","Financials","Life & Health Insurance","McKinney, Texas","1989-04-30","320335","1900","US","USD","USD","NEW YORK STOCK EXCHANGE, INC.","Insurance","1980-12-31","https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/GL.png",10093.184614,"Globe Life Inc","19725694000",83.24,"https://home.globelifeinsurance.com/"
